Date,Team,Result,Odds,My_Prob,Vegas_Prob,Edge,Bet_Pct,Bet_Amt,Profit,Bankroll
2021-11-04,MIA,LOSS,-265.0,75.4%,72.6%,2.8%,1.6%,$15.30,-15.29643247504174,984.7035675249583
2021-11-04,UTA,WIN,-120.0,65.0%,54.5%,10.4%,2.9%,$29.54,24.61758918812396,1009.3211567130822
2021-11-05,LAC,WIN,-140.0,68.1%,58.3%,9.8%,2.9%,$30.28,21.628310500994623,1030.9494672140768
2021-11-05,GSW,WIN,-480.0,85.0%,82.8%,2.2%,1.9%,$19.96,4.158202978381186,1035.107670192458
2021-11-05,NYK,WIN,145.0,44.1%,40.8%,3.3%,0.8%,$8.54,12.383286074703106,1047.4909562671612
2021-11-05,POR,WIN,-210.0,73.8%,67.7%,6.1%,2.8%,$29.54,14.065096928444012,1061.5560531956053
2021-11-05,SAS,WIN,-170.0,68.8%,63.0%,5.9%,2.3%,$25.22,14.835804396040823,1076.3918575916462
2021-11-06,POR,WIN,-205.0,71.0%,67.2%,3.7%,1.7%,$18.44,8.993284312627692,1085.385141904274
2021-11-06,PHX,WIN,-165.0,72.4%,62.3%,10.1%,2.9%,$32.56,19.73427530735043,1105.1194172116243
2021-11-06,DAL,WIN,-160.0,65.0%,61.5%,3.4%,1.3%,$14.74,9.211393033719217,1114.3308102453434
2021-11-06,PHI,WIN,150.0,47.5%,40.0%,7.5%,1.8%,$20.90,31.357310358576157,1145.6881206039195
2021-11-07,SAS,LOSS,-165.0,65.4%,62.3%,3.1%,1.2%,$14.09,-14.090810179054747,1131.5973104248649
2021-11-07,LAC,WIN,-250.0,79.7%,71.4%,8.2%,3.0%,$33.95,13.579167725098376,1145.1764781499633
2021-11-07,ORL,WIN,500.0,22.0%,16.7%,5.4%,0.9%,$11.04,55.208646939268775,1200.3851250892321
2021-11-07,CLE,WIN,260.0,30.3%,27.8%,2.5%,0.5%,$6.27,16.303690664623094,1216.6888157538551
2021-11-07,TOR,LOSS,135.0,48.1%,42.6%,5.6%,1.5%,$17.70,-17.697011455979485,1198.9918042978757
2021-11-08,DEN,WIN,105.0,63.2%,48.8%,14.4%,2.9%,$35.97,37.76824183538307,1236.7600461332588
2021-11-08,MEM,WIN,-185.0,79.7%,64.9%,14.8%,3.0%,$37.10,20.055568315674467,1256.8156144489333
2021-11-08,CHI,WIN,-120.0,56.6%,54.5%,2.1%,0.7%,$8.65,7.204612999715454,1264.0202274486487
2021-11-08,NOP,LOSS,330.0,26.1%,23.3%,2.9%,0.6%,$7.08,-7.080088903314462,1256.9401385453343
2021-11-09,LAC,WIN,-145.0,64.8%,59.2%,5.6%,2.0%,$25.85,17.82980850860655,1274.7699470539408
2021-11-10,LAL,WIN,190.0,44.5%,34.5%,10.1%,1.0%,$12.75,24.220628994024874,1298.9905760479655
2021-11-10,GSW,WIN,-320.0,84.1%,76.2%,7.9%,3.0%,$38.97,12.178036650449677,1311.1686126984152
2021-11-10,PHX,WIN,-210.0,70.3%,67.7%,2.6%,1.2%,$15.83,7.538492898557078,1318.7071055969723
2021-11-10,SAC,LOSS,-105.0,56.8%,51.2%,5.6%,1.7%,$22.67,-22.668048261251087,1296.0390573357213
2021-11-10,OKC,WIN,160.0,45.7%,38.5%,7.2%,1.7%,$22.86,36.57589825460288,1332.6149555903241
2021-11-10,MEM,LOSS,-190.0,77.4%,65.5%,11.9%,3.1%,$39.98,-39.97844866770972,1292.6365069226144
2021-11-10,CHI,WIN,-165.0,75.3%,62.3%,13.0%,2.9%,$38.78,23.50248194404753,1316.138988866662
2021-11-10,DET,WIN,120.0,54.3%,45.5%,8.8%,2.4%,$31.87,38.24110302802492,1354.380091894687
2021-11-10,NYK,LOSS,-160.0,63.3%,61.5%,1.8%,0.7%,$9.33,-9.329314978143652,1345.0507769165433
2021-11-10,TOR,LOSS,145.0,43.1%,40.8%,2.3%,0.6%,$7.73,-7.732212995479566,1337.3185639210637
2021-11-10,BOS,WIN,-165.0,65.2%,62.3%,3.0%,1.2%,$15.79,9.57153871295357,1346.8901026340172
2021-11-10,ORL,LOSS,400.0,25.6%,20.0%,5.6%,1.0%,$13.47,-13.468901026340173,1333.4212016076772
2021-11-11,PHI,LOSS,-175.0,75.7%,63.6%,12.0%,3.1%,$40.00,-40.002636048230315,1293.418565559447
2021-11-12,OKC,WIN,175.0,43.3%,36.4%,6.9%,1.6%,$21.12,36.96069057777509,1330.379256137222
2021-11-12,GSW,WIN,-220.0,70.4%,68.8%,1.7%,0.8%,$10.80,4.909577870452819,1335.2888340076747
2021-11-12,DEN,WIN,-160.0,76.2%,61.5%,14.6%,2.9%,$40.06,25.036665637643903,1360.3254996453186
2021-11-12,SAC,LOSS,-200.0,70.0%,66.7%,3.4%,1.5%,$20.69,-20.686811728362773,1339.6386879169559
2021-11-12,NOP,LOSS,360.0,24.6%,21.7%,2.9%,0.6%,$7.39,-7.38535902535188,1332.253328891604
2021-11-12,PHX,WIN,-135.0,61.4%,57.4%,3.9%,1.4%,$18.54,13.732807105359182,1345.9861359969632
2021-11-12,CHA,WIN,115.0,48.8%,46.5%,2.3%,0.6%,$8.70,10.004082750854787,1355.990218747818
2021-11-12,MIL,LOSS,175.0,43.4%,36.4%,7.0%,1.7%,$22.35,-22.348928426069488,1333.6412903217486
2021-11-12,POR,WIN,-300.0,76.5%,75.0%,1.5%,0.9%,$12.14,4.048147258865008,1337.6894375806135
2021-11-13,LAC,WIN,-275.0,78.0%,73.3%,4.7%,2.6%,$35.48,12.90087197067638,1350.59030955129
2021-11-13,PHI,LOSS,160.0,42.3%,38.5%,3.9%,0.9%,$12.69,-12.689944088899491,1337.9003654623905
2021-11-13,MIA,WIN,290.0,34.0%,25.6%,8.4%,1.0%,$13.38,38.79911059840932,1376.6994760607997
2021-11-14,PHX,WIN,-380.0,81.2%,79.2%,2.0%,1.4%,$19.95,5.250838899622306,1381.950314960422
2021-11-14,GSW,LOSS,-210.0,74.4%,67.7%,6.6%,3.1%,$41.46,-41.458509448812656,1340.4918055116093
2021-11-14,MIL,LOSS,110.0,49.6%,47.6%,2.0%,0.6%,$7.50,-7.499831835416311,1332.991973676193
2021-11-14,ATL,WIN,-130.0,61.7%,56.5%,5.2%,1.8%,$23.75,18.272045405717954,1351.264019081911
2021-11-15,CHI,WIN,-125.0,69.1%,55.6%,13.6%,2.9%,$40.54,32.430336457965865,1383.694355539877
2021-11-15,POR,WIN,-150.0,72.1%,60.0%,12.1%,2.9%,$41.51,27.673887110797537,1411.3682426506746
2021-11-15,HOU,LOSS,525.0,23.6%,16.0%,7.6%,1.0%,$14.11,-14.113682426506745,1397.2545602241678
2021-11-15,IND,LOSS,130.0,51.3%,43.5%,7.8%,2.1%,$29.00,-29.002947607694,1368.2516126164737
2021-11-15,ORL,LOSS,450.0,21.8%,18.2%,3.6%,0.7%,$9.06,-9.05794062409736,1359.1936719923763
2021-11-15,SAC,WIN,-180.0,66.5%,64.3%,2.2%,0.9%,$12.81,7.11489217442268,1366.308564166799
2021-11-15,CLE,LOSS,150.0,47.7%,40.0%,7.7%,2.0%,$26.46,-26.463481474661787,1339.845082692137
2021-11-15,DEN,LOSS,180.0,40.2%,35.7%,4.5%,1.1%,$14.05,-14.053295109217457,1325.7917875829196
2021-11-16,LAC,WIN,-300.0,79.5%,75.0%,4.5%,2.7%,$36.06,12.02067073974191,1337.8124583226615
2021-11-16,GSW,WIN,125.0,52.0%,44.4%,7.5%,2.0%,$27.13,33.909829928133,1371.7222882507945
2021-11-17,CHI,LOSS,140.0,51.4%,41.7%,9.7%,2.6%,$34.30,-34.30032317304214,1337.4219650777522
2021-11-17,SAC,LOSS,125.0,47.5%,44.4%,3.1%,0.8%,$11.17,-11.172560333141709,1326.2494047446105
2021-11-17,LAL,LOSS,350.0,30.5%,22.2%,8.3%,1.0%,$13.26,-13.262494047446106,1312.9869106971644
2021-11-17,ORL,WIN,525.0,23.5%,16.0%,7.5%,1.0%,$13.13,68.93181281160113,1381.9187235087654
2021-11-17,MIA,WIN,-275.0,80.6%,73.3%,7.2%,3.0%,$41.46,15.07547698373199,1396.9942004924974
2021-11-17,CLE,LOSS,450.0,25.8%,18.2%,7.6%,1.0%,$13.97,-13.969942004924974,1383.0242584875723
2021-11-18,TOR,LOSS,400.0,22.4%,20.0%,2.4%,0.5%,$6.26,-6.25524518399636,1376.769013303576
2021-11-18,PHI,WIN,265.0,31.2%,27.4%,3.8%,0.8%,$10.72,28.401553788872533,1405.1705670924484
2021-11-18,LAC,LOSS,-110.0,62.7%,52.4%,10.4%,3.1%,$42.16,-42.15511701277345,1363.015450079675
2021-11-18,CLE,LOSS,400.0,24.2%,20.0%,4.2%,0.8%,$10.64,-10.638658563043965,1352.376791516631
2021-11-19,LAC,LOSS,-175.0,71.2%,63.6%,7.6%,3.1%,$40.57,-40.57130374549893,1311.8054877711322
2021-11-19,PHX,WIN,-350.0,79.8%,77.8%,2.0%,1.3%,$17.67,5.049955693938647,1316.855443465071
2021-11-19,DEN,LOSS,130.0,48.0%,43.5%,4.6%,1.2%,$15.91,-15.910457544367823,1300.9449859207032
2021-11-19,TOR,WIN,145.0,44.7%,40.8%,3.9%,1.0%,$12.86,18.648950556528025,1319.5939364772312
2021-11-19,OKC,LOSS,650.0,19.3%,13.3%,6.0%,1.0%,$13.20,-13.195939364772313,1306.3979971124588
2021-11-20,PHI,LOSS,245.0,41.2%,29.0%,12.2%,1.0%,$13.06,-13.063979971124589,1293.3340171413342
2021-11-20,ORL,LOSS,575.0,17.4%,14.8%,2.6%,0.5%,$5.97,-5.966892455505209,1287.3671246858291
2021-11-20,CHA,LOSS,250.0,33.8%,28.6%,5.2%,1.0%,$12.87,-12.873671246858292,1274.4934534389708
2021-11-21,GSW,WIN,-400.0,83.5%,80.0%,3.5%,2.6%,$33.56,8.389247937740272,1282.882701376711
2021-11-21,DET,LOSS,250.0,38.0%,28.6%,9.5%,1.0%,$12.83,-12.82882701376711,1270.053874362944
2021-11-21,DAL,LOSS,185.0,44.1%,35.1%,9.0%,1.0%,$12.70,-12.70053874362944,1257.3533356193145
2021-11-21,CHI,WIN,-210.0,78.0%,67.7%,10.3%,3.0%,$37.72,17.962190508847353,1275.3155261281618
2021-11-22,MIN,WIN,-155.0,63.0%,60.8%,2.2%,0.8%,$10.63,6.85693174114874,1282.1724578693104
2021-11-22,MEM,WIN,400.0,21.9%,20.0%,1.9%,0.4%,$4.63,18.53620220409601,1300.7086600734065
2021-11-22,PHX,WIN,-210.0,82.3%,67.7%,14.5%,3.0%,$39.02,18.581552286762953,1319.2902123601693
2021-11-22,ORL,LOSS,800.0,18.6%,11.1%,7.5%,1.0%,$13.19,-13.192902123601694,1306.0973102365676
2021-11-22,CHA,WIN,160.0,40.5%,38.5%,2.1%,0.5%,$6.62,10.585985401435181,1316.6832956380028
2021-11-22,CLE,LOSS,190.0,40.9%,34.5%,6.5%,1.0%,$13.17,-13.166832956380029,1303.516462681623
2021-11-23,DAL,WIN,130.0,49.4%,43.5%,5.9%,1.5%,$20.40,26.51847361300208,1330.034936294625
2021-11-23,DEN,LOSS,350.0,32.2%,22.2%,9.9%,1.0%,$13.30,-13.30034936294625,1316.7345869316787
2021-11-23,NYK,WIN,-185.0,73.7%,64.9%,8.8%,3.0%,$39.50,21.35245276105425,1338.087039692733
2021-11-24,POR,LOSS,-160.0,68.2%,61.5%,6.7%,2.7%,$35.00,-35.00377082243859,1303.0832688702944
2021-11-24,PHI,LOSS,400.0,21.8%,20.0%,1.8%,0.3%,$4.41,-4.409288120498408,1298.673980749796
2021-11-24,ATL,WIN,-165.0,70.8%,62.3%,8.5%,2.9%,$38.96,23.61225419545083,1322.2862349452469
2021-11-24,OKC,LOSS,750.0,18.5%,11.8%,6.8%,1.0%,$13.22,-13.22286234945247,1309.0633725957944
2021-11-24,NOP,WIN,145.0,47.2%,40.8%,6.4%,1.6%,$21.32,30.915380047960713,1339.9787526437551
2021-11-24,TOR,WIN,135.0,56.9%,42.6%,14.4%,2.9%,$40.20,54.26913948207209,1394.247892125827
2021-11-24,DET,LOSS,900.0,14.3%,10.0%,4.3%,0.7%,$10.03,-10.033264759602163,1384.214627366225
2021-11-24,PHX,WIN,-300.0,76.7%,75.0%,1.7%,1.0%,$14.19,4.730914503911008,1388.945541870136
2021-11-24,IND,LOSS,-250.0,76.4%,71.4%,5.0%,2.7%,$36.32,-36.31636552364407,1352.629176346492
2021-11-24,HOU,WIN,400.0,22.9%,20.0%,2.9%,0.5%,$7.45,29.790518382892625,1382.4196947293844
2021-11-26,SAC,WIN,250.0,42.2%,28.6%,13.6%,1.0%,$13.82,34.56049236823461,1416.9801870976191
2021-11-26,GSW,WIN,-240.0,82.1%,70.6%,11.5%,3.0%,$42.51,17.712252338720244,1434.6924394363393
2021-11-26,NOP,WIN,650.0,20.3%,13.3%,6.9%,0.9%,$14.35,93.25500856336205,1527.9474479997014
2021-11-26,BOS,LOSS,-180.0,70.0%,64.3%,5.7%,2.5%,$36.77,-36.76869298636748,1491.1787550133338
2021-11-26,ATL,WIN,-115.0,68.2%,53.5%,14.7%,2.9%,$44.74,38.90031534817392,1530.0790703615078
2021-11-26,CHA,WIN,-130.0,59.6%,56.5%,3.0%,1.0%,$16.08,12.365755456474771,1542.4448258179825
2021-11-26,PHX,WIN,-165.0,73.6%,62.3%,11.3%,2.9%,$46.27,28.044451378508768,1570.4892771964912
2021-11-27,NOP,LOSS,650.0,19.2%,13.3%,5.9%,1.0%,$15.70,-15.704892771964913,1554.7843844245263
2021-11-27,CHA,LOSS,-210.0,77.7%,67.7%,9.9%,3.1%,$46.64,-46.643531532735786,1508.1408528917905
2021-11-27,PHX,WIN,110.0,58.2%,47.6%,10.5%,2.9%,$45.24,49.76864814542909,1557.9095010372196
2021-11-28,DET,LOSS,400.0,27.9%,20.0%,7.9%,1.0%,$15.58,-15.579095010372196,1542.3304060268474
2021-11-28,SAC,LOSS,150.0,41.9%,40.0%,1.9%,0.5%,$7.41,-7.405769797872495,1534.924636228975
2021-11-28,IND,LOSS,115.0,52.5%,46.5%,6.0%,1.7%,$25.66,-25.65973894654958,1509.2648972824254
2021-11-29,NOP,WIN,240.0,37.1%,29.4%,7.7%,1.0%,$15.09,36.222357534778205,1545.4872548172036
2021-11-29,SAS,WIN,135.0,48.2%,42.6%,5.6%,1.4%,$22.63,30.544528109439064,1576.0317829266428
2021-11-29,CLE,WIN,220.0,33.1%,31.2%,1.9%,0.4%,$6.39,14.065351303639865,1590.0971342302826
2021-11-29,UTA,WIN,-280.0,75.7%,73.7%,2.0%,1.1%,$17.93,6.404998190770313,1596.502132421053
2021-11-29,CHA,LOSS,175.0,40.3%,36.4%,3.9%,0.9%,$14.85,-14.8511061294852,1581.6510262915676
2021-11-29,MIA,LOSS,-150.0,64.3%,60.0%,4.3%,1.7%,$25.80,-25.800066964196628,1555.850959327371
2021-11-29,ORL,LOSS,750.0,17.4%,11.8%,5.6%,1.0%,$14.88,-14.882574357149073,1540.968384970222
2021-11-30,LAL,WIN,-110.0,60.4%,52.4%,8.0%,2.5%,$38.71,35.19529520730026,1576.163680177522
2021-11-30,POR,WIN,-350.0,81.1%,77.8%,3.3%,2.2%,$35.00,10.00130459303799,1586.16498477056
2021-11-30,GSW,LOSS,135.0,49.8%,42.6%,7.2%,1.9%,$29.88,-29.88162212661065,1556.2833626439494
2021-11-30,MEM,WIN,130.0,47.8%,43.5%,4.4%,1.1%,$18.00,23.40075301219164,1579.684115656141
2021-11-30,BKN,WIN,-240.0,73.8%,70.6%,3.2%,1.6%,$25.93,10.80579574205871,1590.4899113981999
2021-12-01,NOP,LOSS,150.0,50.5%,40.0%,10.5%,2.7%,$41.72,-41.723983698474576,1548.7659276997254
2021-12-01,CHA,LOSS,300.0,28.5%,25.0%,3.5%,0.7%,$10.74,-10.739154025340905,1538.0267736743845
2021-12-01,PHI,LOSS,135.0,49.4%,42.6%,6.8%,1.8%,$27.46,-27.46289916098277,1510.5638745134017
2021-12-01,MIN,LOSS,150.0,45.1%,40.0%,5.1%,1.3%,$19.12,-19.123049722083397,1491.4408247913184
2021-12-01,ORL,WIN,280.0,29.6%,26.3%,3.3%,0.7%,$9.91,27.738128361411817,1519.1789531527302
2021-12-01,DEN,LOSS,-340.0,78.9%,77.3%,1.6%,1.1%,$16.13,-16.12810291599629,1503.0508502367338
2021-12-02,SAS,WIN,195.0,37.2%,33.9%,3.3%,0.7%,$11.16,21.758504643026523,1524.8093548797603
2021-12-02,POR,LOSS,-230.0,71.7%,69.7%,2.0%,1.0%,$15.16,-15.157548164796806,1509.6518067149636
2021-12-03,PHX,LOSS,250.0,38.6%,28.6%,10.0%,1.0%,$15.10,-15.096518067149637,1494.555288647814
2021-12-03,ATL,LOSS,-140.0,67.2%,58.3%,8.9%,3.1%,$44.84,-44.83665865943442,1449.7186299883797
2021-12-03,MIA,WIN,190.0,44.2%,34.5%,9.8%,1.0%,$14.50,27.544653969779212,1477.2632839581588
2021-12-03,CLE,WIN,130.0,55.4%,43.5%,11.9%,2.9%,$44.32,57.613268074368186,1534.876552032527
2021-12-04,BKN,LOSS,-140.0,64.7%,58.3%,6.3%,2.3%,$35.03,-35.0291781476742,1499.8473738848527
2021-12-04,DEN,WIN,120.0,47.4%,45.5%,1.9%,0.5%,$7.99,9.583086938761083,1509.4304608236137
2021-12-05,TOR,WIN,-120.0,57.5%,54.5%,2.9%,1.0%,$14.59,12.162388484753448,1521.592849308367
2021-12-05,CHA,WIN,270.0,29.9%,27.0%,2.9%,0.6%,$9.01,24.31433153403333,1545.9071808424003
2021-12-06,POR,LOSS,175.0,44.0%,36.4%,7.7%,1.8%,$27.89,-27.886656613764767,1518.0205242286356
2021-12-06,ORL,LOSS,950.0,12.2%,9.5%,2.7%,0.4%,$6.78,-6.781640771041178,1511.2388834575945
2021-12-06,PHX,WIN,-300.0,79.7%,75.0%,4.7%,2.8%,$42.42,14.139825502634567,1525.378708960229
2021-12-06,CHI,WIN,-135.0,60.2%,57.4%,2.8%,1.0%,$14.82,10.978955884624224,1536.3576648448532
2021-12-06,OKC,WIN,135.0,54.1%,42.6%,11.6%,2.9%,$46.09,62.22248542621656,1598.5801502710697
2021-12-06,CHA,LOSS,250.0,35.3%,28.6%,6.7%,1.0%,$15.99,-15.985801502710697,1582.594348768359
2021-12-07,BKN,WIN,-125.0,68.1%,55.6%,12.5%,2.9%,$47.48,37.98226437044061,1620.5766131387995
2021-12-07,BOS,LOSS,130.0,57.9%,43.5%,14.5%,3.1%,$48.62,-48.61729839416398,1571.9593147446355
2021-12-08,DEN,WIN,-130.0,61.7%,56.5%,5.2%,1.8%,$28.13,21.639485628793704,1593.5988003734292
2021-12-08,MIN,LOSS,240.0,34.5%,29.4%,5.1%,1.0%,$15.94,-15.935988003734293,1577.6628123696948
2021-12-08,ORL,LOSS,250.0,31.2%,28.6%,2.7%,0.6%,$8.79,-8.787418123503379,1568.8753942461915
2021-12-08,MEM,LOSS,-120.0,64.0%,54.5%,9.4%,3.1%,$47.07,-47.066261827385745,1521.8091324188058
2021-12-08,POR,LOSS,850.0,15.5%,10.5%,5.0%,0.8%,$12.68,-12.678272899396495,1509.1308595194093
2021-12-08,BKN,LOSS,-160.0,71.6%,61.5%,10.1%,3.1%,$45.27,-45.27392578558228,1463.856933733827
2021-12-08,TOR,LOSS,-320.0,78.2%,76.2%,2.0%,1.3%,$18.74,-18.739065095392053,1445.1178686384349
2021-12-08,MIA,WIN,220.0,44.0%,31.2%,12.8%,1.0%,$14.45,31.79259311004557,1476.9104617484804
2021-12-08,CHA,LOSS,210.0,42.7%,32.3%,10.5%,1.0%,$14.77,-14.769104617484805,1462.1413571309956
2021-12-09,SAS,WIN,-140.0,61.4%,58.3%,3.1%,1.1%,$16.16,11.544772941963581,1473.6861300729593
2021-12-09,DEN,LOSS,120.0,49.1%,45.5%,3.6%,1.0%,$14.58,-14.583121766609326,1459.10300830635
2021-12-09,UTA,WIN,-140.0,68.1%,58.3%,9.8%,2.9%,$43.77,31.266493035136072,1490.369501341486
2021-12-10,CLE,WIN,-125.0,66.2%,55.6%,10.6%,2.9%,$44.71,35.76886803219567,1526.1383693736818
2021-12-10,LAL,WIN,-170.0,72.4%,63.0%,9.5%,2.9%,$45.78,26.931853577182626,1553.0702229508645
2021-12-10,NOP,WIN,-240.0,78.8%,70.6%,8.2%,3.0%,$46.59,19.413377786885807,1572.4836007377503
2021-12-10,IND,WIN,-130.0,64.2%,56.5%,7.6%,2.6%,$41.45,31.886794072671933,1604.370394810422
2021-12-11,SAS,LOSS,-110.0,56.6%,52.4%,4.2%,1.4%,$21.38,-21.377650387856992,1582.992744422565
2021-12-11,GSW,LOSS,-155.0,70.2%,60.8%,9.4%,3.1%,$47.49,-47.489782332676945,1535.5029620898881
2021-12-11,MIA,WIN,105.0,52.6%,48.8%,3.8%,1.1%,$17.01,17.861131279790154,1553.3640933696784
2021-12-11,CLE,WIN,-260.0,82.3%,72.2%,10.1%,3.0%,$46.60,17.92343184657321,1571.2875252162517
2021-12-11,UTA,WIN,-300.0,77.8%,75.0%,2.8%,1.7%,$26.76,8.92106796620871,1580.2085931824604
2021-12-12,SAS,WIN,-130.0,69.1%,56.5%,12.6%,2.9%,$47.41,36.46635215036447,1616.6749453328248
2021-12-12,DAL,WIN,-175.0,74.8%,63.6%,11.2%,2.9%,$48.50,27.714427634276994,1644.3893729671017
2021-12-12,BKN,WIN,-310.0,82.9%,75.6%,7.3%,3.0%,$49.33,15.913445544842917,1660.3028185119447
2021-12-13,MEM,WIN,-145.0,65.9%,59.2%,6.8%,2.4%,$41.26,28.452648630611442,1688.7554671425562
2021-12-13,PHX,LOSS,-155.0,68.4%,60.8%,7.6%,3.0%,$49.33,-49.33186775813824,1639.423599384418
2021-12-13,DEN,WIN,-165.0,74.9%,62.3%,12.6%,2.9%,$49.18,29.807701806989414,1669.2313011914073
2021-12-13,CLE,WIN,-210.0,75.5%,67.7%,7.8%,3.0%,$50.08,23.846161445591534,1693.077462636999
2021-12-13,GSW,WIN,-175.0,71.8%,63.6%,8.1%,2.9%,$50.79,29.024185073777122,1722.101647710776
2021-12-13,TOR,WIN,-185.0,74.6%,64.9%,9.7%,3.0%,$51.66,27.925972665580154,1750.027620376356
2021-12-14,BKN,WIN,-165.0,64.8%,62.3%,2.6%,1.0%,$17.87,10.828738187895754,1760.8563585642519
2021-12-14,GSW,WIN,-225.0,76.1%,69.2%,6.9%,3.0%,$52.83,23.47808478085669,1784.3344433451086
2021-12-15,CHA,WIN,120.0,50.2%,45.5%,4.8%,1.3%,$23.39,28.072004056021534,1812.4064474011302
2021-12-15,SAS,LOSS,-140.0,68.5%,58.3%,10.2%,3.1%,$54.37,-54.3721934220339,1758.0342539790963
2021-12-15,DEN,LOSS,-175.0,66.2%,63.6%,2.6%,1.1%,$18.56,-18.557678515166977,1739.4765754639293
2021-12-15,LAC,LOSS,550.0,18.3%,15.4%,2.9%,0.5%,$9.04,-9.038549346612546,1730.4380261173167
2021-12-15,NOP,WIN,-180.0,70.0%,64.3%,5.7%,2.4%,$41.79,23.21596442444662,1753.6539905417633
2021-12-15,MEM,WIN,-115.0,68.4%,53.5%,14.9%,2.9%,$52.61,45.74749540543729,1799.4014859472006
2021-12-15,MIL,WIN,130.0,58.4%,43.5%,14.9%,2.9%,$53.98,70.17665795194081,1869.5781438991414
2021-12-15,CLE,WIN,-420.0,83.5%,80.8%,2.7%,2.1%,$39.95,9.512186448567713,1879.0903303477091
2021-12-15,ATL,WIN,-380.0,80.9%,79.2%,1.7%,1.3%,$23.67,6.2285773269121,1885.3189076746212
2021-12-15,MIA,WIN,250.0,36.8%,28.6%,8.3%,1.0%,$18.85,47.13297269186553,1932.4518803664866
2021-12-15,DAL,LOSS,140.0,52.4%,41.7%,10.8%,2.8%,$53.43,-53.42583884160907,1879.0260415248777
2021-12-16,HOU,LOSS,180.0,44.4%,35.7%,8.7%,2.1%,$38.25,-38.24641393409679,1840.7796275907808
2021-12-16,PHX,WIN,-390.0,86.0%,79.6%,6.4%,3.0%,$55.22,14.159843289159852,1854.9394708799407
2021-12-17,SAS,WIN,500.0,21.9%,16.7%,5.2%,0.9%,$17.34,86.70142192518352,1941.6408928051242
2021-12-17,MIN,WIN,100.0,61.9%,50.0%,11.9%,2.9%,$58.25,58.24922678415372,1999.890119589278
2021-12-17,ATL,LOSS,-160.0,64.2%,61.5%,2.6%,1.0%,$20.45,-20.44986314358667,1979.4402564456911
2021-12-17,DEN,WIN,140.0,54.0%,41.7%,12.3%,2.9%,$59.38,83.13649077071902,2062.5767472164102
2021-12-18,BKN,LOSS,-220.0,76.0%,68.8%,7.2%,3.1%,$61.88,-61.877302416492306,2000.699444799918
2021-12-18,UTA,LOSS,-280.0,79.4%,73.7%,5.7%,3.1%,$60.02,-60.020983343997536,1940.6784614559203
2021-12-18,HOU,WIN,-110.0,65.6%,52.4%,13.2%,2.9%,$58.22,52.927594403343285,1993.6060558592637
2021-12-18,LAC,LOSS,-185.0,77.2%,64.9%,12.3%,3.1%,$59.81,-59.80818167577791,1933.7978741834859
2021-12-19,CHA,LOSS,330.0,26.7%,23.3%,3.5%,0.7%,$13.08,-13.080955637121082,1920.7169185463647
2021-12-19,MIN,WIN,-165.0,66.5%,62.3%,4.2%,1.7%,$32.40,19.637943828196143,1940.3548623745608
2021-12-19,PHX,WIN,-400.0,82.2%,80.0%,2.2%,1.6%,$31.82,7.955509901327794,1948.3103722758885
2021-12-19,MEM,LOSS,-185.0,75.9%,64.9%,11.0%,3.1%,$58.45,-58.44931116827665,1889.861061107612
2021-12-19,LAL,LOSS,240.0,32.3%,29.4%,2.9%,0.6%,$11.67,-11.66538555442527,1878.1956755531867
2021-12-20,SAC,LOSS,650.0,15.4%,13.3%,2.1%,0.4%,$6.76,-6.763660255814786,1871.432015297372
2021-12-20,CHA,LOSS,600.0,21.9%,14.3%,7.6%,1.0%,$18.71,-18.71432015297372,1852.7176951443982
2021-12-20,CHI,WIN,-280.0,77.0%,73.7%,3.3%,1.9%,$34.69,12.38756616021232,1865.1052613046106
2021-12-20,MEM,LOSS,-400.0,84.3%,80.0%,4.3%,3.1%,$55.95,-55.95315783913831,1809.1521034654722
2021-12-21,NYK,WIN,-290.0,79.6%,74.4%,5.2%,3.0%,$54.27,18.71536658757385,1827.8674700530462
2021-12-21,MIA,WIN,110.0,50.0%,47.6%,2.4%,0.7%,$12.32,13.550035767924676,1841.417505820971
2021-12-21,NOP,WIN,100.0,53.3%,50.0%,3.3%,1.0%,$18.47,18.467928268604048,1859.885434089575
2021-12-22,SAC,LOSS,155.0,43.4%,39.2%,4.2%,1.0%,$19.30,-19.29816385926427,1840.5872702303107
2021-12-22,DEN,LOSS,-260.0,77.0%,72.2%,4.8%,2.6%,$47.39,-47.38907539863463,1793.1981948316761
2021-12-23,CHA,WIN,120.0,52.3%,45.5%,6.9%,1.8%,$33.78,40.54191126077709,1833.7401060924533
2021-12-23,GSW,WIN,-210.0,71.5%,67.7%,3.8%,1.7%,$32.31,15.38625098487291,1849.1263570773262
2021-12-23,MIN,LOSS,775.0,17.9%,11.4%,6.5%,1.0%,$18.49,-18.491263570773263,1830.635093506553
2021-12-23,OKC,LOSS,800.0,12.9%,11.1%,1.8%,0.3%,$5.66,-5.664798956952664,1824.9702945496003
2021-12-23,SAS,WIN,105.0,61.4%,48.8%,12.6%,2.9%,$54.75,57.48656427831239,1882.4568588279128
2021-12-23,DEN,LOSS,-140.0,63.0%,58.3%,4.7%,1.7%,$31.89,-31.88683077537162,1850.5700280525411
2021-12-23,ATL,WIN,500.0,23.1%,16.7%,6.4%,1.0%,$18.51,92.52850140262707,1943.0985294551683
