Date,Team,Matchup,Result,Start Elo,Win Prob,Elo Change,New Elo
2025-11-07,BOS,BOS @ ORL,L,1550.1,59.2%,-11.84,1538.3
2025-11-07,CHA,CHA @ MIA,L,1259.8,14.8%,-2.95,1256.8
2025-11-07,MIL,MIL vs. CHI,W,1597.6,46.3%,+10.74,1608.3
2025-11-07,UTA,UTA @ MIN,L,1290.9,15.4%,-3.07,1287.8
2025-11-07,SAC,SAC vs. OKC,L,1495.8,14.6%,-2.92,1492.8
2025-11-07,GSW,GSW @ DEN,L,1595.1,37.6%,-7.52,1587.6
2025-11-07,ORL,ORL vs. BOS,W,1467.8,36.0%,+12.8,1480.6
2025-11-07,TOR,TOR @ ATL,W,1538.9,54.5%,+9.1,1548.0
2025-11-07,CHI,CHI @ MIL,L,1645.7,60.0%,-12.0,1633.7
2025-11-07,DET,DET @ BKN,W,1600.6,91.1%,+1.78,1602.4
2025-11-07,CLE,CLE @ WAS,W,1602.5,93.4%,+1.31,1603.8
2025-11-07,MIN,MIN vs. UTA,W,1580.8,83.6%,+3.27,1584.0
2025-11-07,DEN,DEN vs. GSW,W,1668.3,58.3%,+8.33,1676.6
2025-11-07,ATL,ATL vs. TOR,L,1525.9,50.7%,-10.15,1515.7
2025-11-07,HOU,HOU @ SAS,L,1667.4,75.1%,-15.03,1652.3
2025-11-07,WAS,WAS vs. CLE,L,1138.1,6.4%,-1.27,1136.8
2025-11-07,MIA,MIA vs. CHA,W,1568.8,85.9%,+2.83,1571.6
2025-11-07,SAS,SAS vs. HOU,W,1499.6,30.5%,+13.91,1513.5
2025-11-07,OKC,OKC @ SAC,W,1795.9,84.4%,+3.12,1799.0
2025-11-06,LAC,LAC @ PHX,L,1577.7,67.1%,-13.42,1564.2
2025-11-06,PHX,PHX vs. LAC,W,1431.9,27.6%,+14.48,1446.4
2025-11-05,SAS,SAS @ LAL,L,1477.8,24.8%,-4.97,1472.8
2025-11-05,POR,POR vs. OKC,W,1613.8,23.8%,+15.24,1629.1
2025-11-05,SAC,SAC vs. GSW,W,1477.2,28.7%,+14.26,1491.5
2025-11-05,BOS,BOS vs. WAS,W,1565.5,91.9%,+1.62,1567.1
2025-11-05,BKN,BKN @ IND,W,1173.6,15.9%,+16.81,1190.4
2025-11-05,HOU,HOU @ MEM,W,1651.3,75.5%,+4.9,1656.2
2025-11-05,NOP,NOP @ DAL,W,1240.9,39.8%,+12.04,1253.0
2025-11-05,DEN,DEN vs. MIA,W,1651.6,60.0%,+8.0,1659.6
2025-11-05,GSW,GSW @ SAC,L,1623.3,68.4%,-13.67,1609.6
2025-11-05,DAL,DAL vs. NOP,L,1322.6,62.9%,-12.57,1310.0
2025-11-05,CLE,CLE vs. PHI,W,1595.3,81.2%,+3.76,1599.0
2025-11-05,NYK,NYK vs. MIN,W,1591.8,45.6%,+10.89,1602.7
2025-11-05,MIN,MIN @ NYK,L,1602.6,48.6%,-9.73,1592.9
2025-11-05,MIA,MIA @ DEN,L,1573.5,37.9%,-7.58,1565.9
2025-11-05,OKC,OKC @ POR,L,1806.4,74.2%,-14.83,1791.5
2025-11-05,WAS,WAS @ BOS,L,1146.5,8.4%,-1.67,1144.8
2025-11-05,IND,IND vs. BKN,L,1495.9,88.6%,-17.71,1478.2
2025-11-05,MEM,MEM vs. HOU,L,1448.5,23.0%,-4.6,1443.9
2025-11-05,UTA,UTA @ DET,L,1300.8,15.7%,-3.13,1297.7
2025-11-05,LAL,LAL vs. SAS,W,1668.2,74.7%,+5.05,1673.3
2025-11-05,PHI,PHI @ CLE,L,1338.0,18.3%,-3.65,1334.4
2025-11-05,DET,DET vs. UTA,W,1590.8,83.9%,+3.21,1594.0
2025-11-04,ATL,ATL vs. ORL,W,1514.4,55.0%,+8.99,1523.4
2025-11-04,LAC,LAC vs. OKC,L,1610.7,24.7%,-4.94,1605.8
2025-11-04,MIL,MIL @ TOR,L,1615.1,68.4%,-13.68,1601.4
2025-11-04,GSW,GSW vs. PHX,W,1624.9,74.1%,+5.18,1630.1
2025-11-04,PHX,PHX @ GSW,L,1437.8,24.9%,-4.98,1432.8
2025-11-04,TOR,TOR vs. MIL,W,1438.3,22.1%,+15.59,1453.9
2025-11-04,ORL,ORL @ ATL,L,1496.0,49.7%,-9.95,1486.0
2025-11-04,NOP,NOP vs. CHA,W,1213.9,41.0%,+11.8,1225.7
2025-11-04,PHI,PHI @ CHI,L,1342.6,15.0%,-3.0,1339.6
2025-11-04,CHA,CHA @ NOP,L,1269.1,56.8%,-11.35,1257.7
2025-11-04,OKC,OKC @ LAC,W,1795.3,73.3%,+5.34,1800.6
2025-11-04,CHI,CHI vs. PHI,W,1643.2,84.9%,+3.03,1646.2
2025-11-03,BOS,BOS vs. UTA,L,1576.9,84.0%,-16.8,1560.1
2025-11-03,LAC,LAC vs. MIA,L,1627.3,57.7%,-11.53,1615.8
2025-11-03,UTA,UTA @ BOS,W,1274.7,13.9%,+17.21,1291.9
2025-11-03,IND,IND vs. MIL,L,1500.0,29.2%,-5.85,1494.2
2025-11-03,SAC,SAC @ DEN,L,1485.6,28.8%,-5.75,1479.9
2025-11-03,HOU,HOU vs. DAL,W,1649.6,86.7%,+2.66,1652.3
2025-11-03,WAS,WAS @ NYK,L,1148.5,7.3%,-1.46,1147.0
2025-11-03,DAL,DAL @ HOU,L,1326.8,13.7%,-2.73,1324.0
2025-11-03,DEN,DEN vs. SAC,W,1648.1,72.4%,+5.52,1653.6
2025-11-03,BKN,BKN vs. MIN,L,1144.0,6.1%,-1.22,1142.7
2025-11-03,DET,DET @ MEM,W,1583.9,66.8%,+6.64,1590.5
2025-11-03,MEM,MEM vs. DET,L,1472.2,35.7%,-7.14,1465.0
2025-11-03,MIL,MIL @ IND,W,1650.3,70.0%,+6.0,1656.3
2025-11-03,LAL,LAL @ POR,W,1644.5,51.0%,+9.8,1654.3
2025-11-03,NYK,NYK vs. WAS,W,1588.5,92.6%,+1.48,1589.9
2025-11-03,MIN,MIN @ BKN,W,1621.3,94.1%,+1.19,1622.5
2025-11-03,MIA,MIA @ LAC,W,1567.3,40.6%,+11.89,1579.2
2025-11-03,POR,POR vs. LAL,L,1626.5,45.8%,-9.17,1617.3
2025-11-02,ATL,ATL @ CLE,L,1505.9,38.5%,-7.71,1498.2
2025-11-02,NYK,NYK vs. CHI,W,1572.5,37.8%,+12.45,1584.9
2025-11-02,CHI,CHI @ NYK,L,1681.3,68.0%,-13.6,1667.7
2025-11-02,TOR,TOR vs. MEM,W,1400.5,34.7%,+13.05,1413.5
2025-11-02,NOP,NOP @ OKC,L,1216.1,3.5%,-0.7,1215.4
2025-11-02,LAL,LAL vs. MIA,W,1636.6,58.8%,+8.25,1644.9
2025-11-02,SAS,SAS @ PHX,L,1498.5,60.6%,-12.12,1486.4
2025-11-02,OKC,OKC vs. NOP,W,1794.3,96.6%,+0.69,1795.0
2025-11-02,PHI,PHI @ BKN,W,1316.2,69.7%,+6.06,1322.2
2025-11-02,CLE,CLE vs. ATL,W,1580.4,59.6%,+8.07,1588.4
2025-11-02,CHA,CHA vs. UTA,W,1256.2,44.3%,+11.13,1267.3
2025-11-02,BKN,BKN vs. PHI,L,1158.8,27.3%,-5.46,1153.3
2025-11-02,PHX,PHX vs. SAS,W,1406.4,34.8%,+13.05,1419.4
2025-11-02,UTA,UTA @ CHA,L,1327.3,64.4%,-12.88,1314.5
2025-11-02,MIA,MIA @ LAL,L,1586.4,44.4%,-8.88,1577.5
2025-11-02,MEM,MEM @ TOR,L,1491.8,60.4%,-12.07,1479.7
2025-11-01,MIL,MIL vs. SAC,L,1662.5,74.8%,-14.96,1647.5
2025-11-01,DET,DAL @ DET,W,1564.0,78.7%,+4.26,1568.3
2025-11-01,WAS,WAS vs. ORL,L,1164.1,13.8%,-2.77,1161.3
2025-11-01,ORL,ORL @ WAS,W,1490.4,87.3%,+2.54,1492.9
2025-11-01,DAL,DAL @ DET,L,1331.7,20.3%,-4.06,1327.7
2025-11-01,BOS,BOS vs. HOU,L,1622.7,51.1%,-10.22,1612.5
2025-11-01,HOU,HOU @ BOS,W,1582.8,39.7%,+12.05,1594.9
2025-11-01,SAC,SAC @ MIL,W,1462.2,22.8%,+15.43,1477.6
2025-11-01,GSW,GSW @ IND,L,1651.6,73.3%,-14.65,1637.0
2025-11-01,MIN,MIN @ CHA,W,1612.4,90.0%,+2.0,1614.4
2025-11-01,IND,IND vs. GSW,W,1491.6,30.3%,+13.95,1505.5
2025-11-01,CHA,CHA vs. MIN,L,1228.3,9.7%,-1.95,1226.4
2025-10-31,CHI,CHI vs. NYK,W,1666.7,64.2%,+7.15,1673.8
2025-10-31,PHI,PHI vs. BOS,L,1318.6,12.7%,-2.55,1316.0
2025-10-31,PHX,PHX vs. UTA,W,1392.5,57.3%,+8.53,1401.0
2025-10-31,BOS,BOS @ PHI,W,1654.1,87.4%,+2.51,1656.7
2025-10-31,LAL,LAL @ MEM,W,1611.7,62.4%,+7.52,1619.3
2025-10-31,NOP,NOP @ LAC,L,1217.4,8.4%,-1.68,1215.7
2025-10-31,CLE,CLE vs. TOR,L,1611.2,80.1%,-16.01,1595.2
2025-10-31,NYK,NYK @ CHI,L,1558.5,34.1%,-6.81,1551.7
2025-10-31,DEN,DEN @ POR,L,1655.0,54.2%,-10.84,1644.1
2025-10-31,TOR,TOR @ CLE,W,1338.7,14.8%,+17.03,1355.7
2025-10-31,ATL,ATL @ IND,W,1491.7,49.2%,+10.17,1501.8
2025-10-31,POR,POR vs. DEN,W,1632.5,47.7%,+10.45,1642.9
2025-10-31,IND,IND vs. ATL,L,1528.3,59.6%,-11.92,1516.4
2025-10-31,MEM,MEM vs. LAL,L,1517.5,35.9%,-7.19,1510.3
2025-10-31,LAC,LAC vs. NOP,W,1633.1,91.7%,+1.67,1634.8
2025-10-31,UTA,UTA @ PHX,L,1362.4,48.7%,-9.74,1352.6
2025-10-30,WAS,WAS @ OKC,L,1165.3,2.6%,-0.53,1164.7
2025-10-30,SAS,SAS vs. MIA,W,1504.9,37.0%,+12.6,1517.5
2025-10-30,MIA,MIA @ SAS,L,1611.5,66.7%,-13.34,1598.1
2025-10-30,CHA,CHA vs. ORL,L,1239.4,20.6%,-4.13,1235.3
2025-10-30,OKC,OKC vs. WAS,W,1792.5,97.4%,+0.52,1793.1
2025-10-30,GSW,GSW @ MIL,L,1664.8,50.6%,-10.12,1654.7
2025-10-30,ORL,ORL @ CHA,W,1466.9,78.1%,+4.38,1471.3
2025-10-30,MIL,MIL vs. GSW,W,1649.1,46.1%,+10.78,1659.9
2025-10-29,SAC,SAC @ CHI,L,1474.0,26.1%,-5.22,1468.7
2025-10-29,DET,DET vs. ORL,W,1552.8,60.6%,+7.89,1560.7
2025-10-29,NOP,NOP @ DEN,L,1220.9,7.7%,-1.55,1219.3
2025-10-29,DEN,DEN vs. NOP,W,1649.0,92.1%,+1.59,1650.6
2025-10-29,DAL,DAL vs. IND,W,1327.3,22.9%,+15.42,1342.7
2025-10-29,LAL,LAL @ MIN,W,1599.7,46.4%,+10.71,1610.4
2025-10-29,MIN,MIN vs. LAL,L,1618.9,52.0%,-10.39,1608.5
2025-10-29,CLE,CLE @ BOS,L,1665.4,55.2%,-11.03,1654.4
2025-10-29,ORL,ORL @ DET,L,1495.1,44.2%,-8.83,1486.3
2025-10-29,HOU,HOU @ TOR,W,1576.1,79.1%,+4.19,1580.3
2025-10-29,CHI,CHI vs. SAC,W,1661.9,75.4%,+4.91,1666.8
2025-10-29,UTA,UTA vs. POR,L,1366.8,18.8%,-3.75,1363.0
2025-10-29,BOS,BOS vs. CLE,W,1607.5,38.7%,+12.26,1619.7
2025-10-29,ATL,ATL @ BKN,W,1455.2,83.2%,+3.36,1458.6
2025-10-29,MEM,MEM @ PHX,W,1521.0,70.0%,+6.01,1527.0
2025-10-29,BKN,BKN vs. ATL,L,1174.7,16.4%,-3.28,1171.4
2025-10-29,POR,POR @ UTA,W,1623.9,81.7%,+3.66,1627.6
2025-10-29,TOR,TOR vs. HOU,L,1355.5,22.9%,-4.59,1350.9
2025-10-29,IND,IND @ DAL,L,1549.8,79.4%,-15.88,1533.9
2025-10-29,PHX,PHX vs. MEM,L,1377.7,30.9%,-6.18,1371.5
2025-10-28,GSW,GSW vs. LAC,W,1661.5,52.1%,+9.58,1671.1
2025-10-28,PHI,PHI @ WAS,W,1313.8,69.6%,+6.08,1319.9
2025-10-28,SAC,SAC @ OKC,L,1476.1,14.1%,-2.83,1473.3
2025-10-28,NYK,NYK @ MIL,L,1575.1,40.9%,-8.18,1566.9
2025-10-28,LAC,LAC @ GSW,L,1669.0,54.2%,-10.85,1658.2
2025-10-28,CHA,CHA @ MIA,L,1250.5,11.4%,-2.28,1248.2
2025-10-28,OKC,OKC vs. SAC,W,1788.1,85.6%,+2.87,1790.9
2025-10-28,MIL,MIL vs. NYK,W,1630.6,56.7%,+8.65,1639.3
2025-10-28,WAS,WAS vs. PHI,L,1176.7,32.1%,-6.41,1170.3
2025-10-28,MIA,MIA vs. CHA,W,1603.7,88.2%,+2.35,1606.1
2025-10-27,UTA,UTA vs. PHX,W,1359.9,46.4%,+10.71,1370.6
2025-10-27,GSW,GSW vs. MEM,W,1632.1,65.0%,+7.01,1639.1
2025-10-27,DET,DET vs. CLE,L,1567.4,37.5%,-7.51,1559.9
2025-10-27,NOP,NOP vs. BOS,L,1234.9,11.1%,-2.22,1232.6
2025-10-27,MIN,MIN vs. DEN,L,1662.1,57.3%,-11.45,1650.7
2025-10-27,MEM,MEM @ GSW,L,1535.7,37.9%,-7.59,1528.1
2025-10-27,HOU,HOU vs. BKN,W,1559.1,89.7%,+2.07,1561.2
2025-10-27,LAL,LAL vs. POR,L,1620.8,53.0%,-10.59,1610.2
2025-10-27,TOR,TOR @ SAS,L,1377.5,37.2%,-7.44,1370.1
2025-10-27,PHI,PHI vs. ORL,W,1248.9,14.8%,+17.05,1265.9
2025-10-27,ATL,ATL @ CHI,L,1459.0,24.9%,-4.97,1454.0
2025-10-27,SAS,SAS vs. TOR,W,1481.8,66.3%,+6.74,1488.6
2025-10-27,BKN,BKN @ HOU,L,1181.1,10.0%,-2.01,1179.1
2025-10-27,POR,POR @ LAL,W,1580.5,41.4%,+11.71,1592.2
2025-10-27,BOS,BOS @ NOP,W,1602.9,89.6%,+2.07,1605.0
2025-10-27,CHI,CHI vs. ATL,W,1648.3,74.5%,+5.1,1653.4
2025-10-27,PHX,PHX @ UTA,L,1393.8,56.2%,-11.24,1382.6
2025-10-27,ORL,ORL @ PHI,L,1524.3,80.5%,-16.1,1508.2
2025-10-27,CLE,CLE @ DET,W,1674.9,67.4%,+6.51,1681.4
2025-10-27,OKC,OKC @ DAL,W,1787.1,93.8%,+1.25,1788.4
2025-10-27,DAL,DAL vs. OKC,L,1317.8,6.3%,-1.27,1316.6
2025-10-27,DEN,DEN @ MIN,W,1633.3,49.0%,+10.2,1643.5
2025-10-26,CLE,CLE vs. MIL,W,1640.2,49.1%,+10.17,1650.4
2025-10-26,DET,DET vs. BOS,W,1558.2,43.3%,+11.34,1569.6
2025-10-26,IND,IND @ MIN,L,1559.1,36.8%,-7.37,1551.7
2025-10-26,CHA,CHA @ WAS,W,1197.4,44.9%,+11.02,1208.5
2025-10-26,LAC,LAC vs. POR,W,1663.1,60.9%,+7.83,1670.9
2025-10-26,BOS,BOS @ DET,L,1617.5,60.2%,-12.03,1605.5
2025-10-26,WAS,WAS vs. CHA,L,1205.1,47.1%,-9.42,1195.7
2025-10-26,BKN,BKN @ SAS,L,1187.8,16.9%,-3.37,1184.4
2025-10-26,DAL,DAL vs. TOR,W,1283.7,32.4%,+13.53,1297.2
2025-10-26,LAL,LAL @ SAC,W,1635.1,70.6%,+5.89,1641.0
2025-10-26,NYK,NYK @ MIA,L,1594.9,50.4%,-10.08,1584.8
2025-10-26,MIA,MIA vs. NYK,W,1582.4,46.8%,+10.64,1593.1
2025-10-26,POR,POR @ LAC,L,1594.7,41.4%,-8.29,1586.4
2025-10-26,TOR,TOR @ DAL,L,1395.3,63.4%,-12.68,1382.6
2025-10-26,MIN,MIN vs. IND,W,1658.2,64.6%,+7.08,1665.3
2025-10-26,SAS,SAS vs. BKN,W,1462.0,82.7%,+3.47,1465.5
2025-10-26,MIL,MIL @ CLE,L,1639.1,48.8%,-9.76,1629.4
2025-10-26,SAC,SAC vs. LAL,L,1491.0,31.3%,-6.27,1484.7
2025-10-25,MEM,MEM vs. IND,W,1470.8,29.3%,+14.14,1485.0
2025-10-25,IND,IND @ MEM,L,1591.3,62.4%,-12.47,1578.8
2025-10-25,ATL,ATL vs. OKC,L,1467.6,14.2%,-2.84,1464.8
2025-10-25,OKC,OKC @ ATL,W,1775.6,85.2%,+2.97,1778.6
2025-10-25,ORL,ORL vs. CHI,L,1567.5,40.5%,-8.11,1559.4
2025-10-25,PHI,PHI vs. CHA,W,1236.5,53.8%,+9.24,1245.7
2025-10-25,PHX,PHX @ DEN,L,1402.9,24.1%,-4.82,1398.1
2025-10-25,CHI,CHI @ ORL,W,1621.7,56.0%,+8.8,1630.5
2025-10-25,DEN,DEN vs. PHX,W,1595.1,74.4%,+5.13,1600.2
2025-10-25,CHA,CHA @ PHI,L,1204.3,44.6%,-8.92,1195.4
2025-10-24,ORL,ORL vs. ATL,L,1594.1,68.7%,-13.73,1580.3
2025-10-24,MEM,MEM vs. MIA,L,1500.2,42.5%,-8.49,1491.8
2025-10-24,TOR,TOR vs. MIL,L,1416.4,21.5%,-4.3,1412.1
2025-10-24,POR,POR vs. GSW,W,1541.6,31.8%,+13.64,1555.3
2025-10-24,DAL,DAL vs. WAS,L,1323.9,68.0%,-13.6,1310.3
2025-10-24,DET,DET @ HOU,W,1525.5,42.3%,+11.54,1537.1
2025-10-24,NYK,NYK vs. BOS,W,1576.2,40.1%,+11.98,1588.2
2025-10-24,BOS,BOS @ NYK,L,1632.6,56.2%,-11.23,1621.4
2025-10-24,MIA,MIA @ MEM,W,1523.7,49.2%,+10.17,1533.9
2025-10-24,GSW,GSW @ POR,L,1648.1,61.3%,-12.27,1635.8
2025-10-24,UTA,UTA @ SAC,L,1353.5,31.5%,-6.31,1347.2
2025-10-24,NOP,NOP vs. SAS,L,1238.9,22.1%,-4.41,1234.4
2025-10-24,SAC,SAC vs. UTA,W,1485.9,67.9%,+6.42,1492.4
2025-10-24,LAL,LAL vs. MIN,W,1579.3,33.2%,+13.36,1592.6
2025-10-24,HOU,HOU vs. DET,L,1570.0,55.0%,-11.0,1559.0
2025-10-24,MIN,MIN @ LAL,L,1677.3,60.6%,-12.11,1665.2
2025-10-24,CLE,CLE @ BKN,W,1637.5,92.8%,+1.44,1639.0
2025-10-24,SAS,SAS @ NOP,W,1454.9,77.3%,+4.54,1459.5
2025-10-24,MIL,MIL @ TOR,W,1637.9,77.8%,+4.44,1642.3
2025-10-24,BKN,BKN vs. CLE,L,1192.2,7.1%,-1.42,1190.8
2025-10-24,LAC,LAC vs. PHX,W,1648.3,79.2%,+4.17,1652.5
2025-10-24,PHX,PHX @ LAC,L,1426.4,22.8%,-4.56,1421.9
2025-10-24,ATL,ATL @ ORL,W,1444.8,28.2%,+14.36,1459.2
2025-10-24,WAS,WAS @ DAL,W,1215.8,38.0%,+12.4,1228.2
2025-10-23,GSW,GSW vs. DEN,W,1660.7,57.4%,+8.51,1669.2
2025-10-23,OKC,OKC @ IND,W,1770.2,69.2%,+6.15,1776.4
2025-10-23,DEN,DEN @ GSW,L,1602.6,40.9%,-8.17,1594.4
2025-10-23,IND,IND vs. OKC,L,1636.7,32.6%,-6.52,1630.2
2025-10-22,CHA,CHA vs. BKN,W,1193.1,47.6%,+10.49,1203.6
2025-10-22,POR,POR vs. MIN,L,1547.2,29.9%,-5.98,1541.2
2025-10-22,SAC,SAC @ PHX,L,1505.3,63.8%,-12.75,1492.5
2025-10-22,BOS,BOS vs. PHI,L,1662.0,92.7%,-18.54,1643.5
2025-10-22,BKN,BKN @ CHA,L,1234.9,59.5%,-11.89,1223.0
2025-10-22,SAS,SAS @ DAL,W,1400.3,53.1%,+9.37,1409.7
2025-10-22,CHI,CHI vs. DET,W,1611.6,60.8%,+7.85,1619.4
2025-10-22,MEM,MEM vs. NOP,W,1527.7,83.7%,+3.26,1530.9
2025-10-22,PHX,PHX vs. SAC,W,1418.0,39.2%,+12.16,1430.2
2025-10-22,NYK,NYK vs. CLE,W,1563.7,37.8%,+12.43,1576.1
2025-10-22,MIA,MIA @ ORL,L,1534.4,41.2%,-8.24,1526.2
2025-10-22,UTA,UTA vs. LAC,W,1236.9,4.8%,+19.05,1256.0
2025-10-22,MIL,MIL vs. WAS,W,1635.0,92.6%,+1.48,1636.5
2025-10-22,LAC,LAC @ UTA,L,1694.6,90.7%,-18.13,1676.5
2025-10-22,MIN,MIN @ POR,W,1690.9,69.0%,+6.19,1697.1
2025-10-22,NOP,NOP @ MEM,L,1246.4,16.7%,-3.35,1243.1
2025-10-22,CLE,CLE @ NYK,L,1666.7,66.6%,-13.32,1653.4
2025-10-22,ATL,ATL vs. TOR,L,1477.5,62.7%,-12.54,1465.0
2025-10-22,DET,DET @ CHI,L,1531.1,38.0%,-7.6,1523.5
2025-10-22,TOR,TOR @ ATL,W,1354.0,28.8%,+14.23,1368.2
2025-10-22,WAS,WAS @ MIL,L,1194.4,7.3%,-1.46,1193.0
2025-10-22,ORL,ORL vs. MIA,W,1602.6,60.5%,+7.89,1610.5
2025-10-22,DAL,DAL vs. SAS,L,1351.5,39.3%,-7.85,1343.7
2025-10-22,PHI,PHI @ BOS,W,1205.2,6.2%,+18.76,1224.0
2025-10-21,HOU,HOU @ OKC,L,1581.8,26.3%,-5.27,1576.6
2025-10-21,OKC,OKC vs. HOU,W,1758.7,73.3%,+5.35,1764.1
2025-10-21,LAL,LAL vs. GSW,L,1592.5,42.2%,-8.43,1584.0
2025-10-21,GSW,GSW @ LAL,W,1636.0,54.6%,+9.08,1645.0
